network_size,actual_nodes,connectivity,trial,wave_type,has_wave_comprehensive,wave_speed_comprehensive,has_wave_simple,wave_speed_simple,mean_rotation_angle,mean_rotation_velocity,rotation_quality,circularity,wave_rotation_correspondence
300,289,8,2,2,False,9.580949121432724,True,7.210509820741512,180.0,8.4,0.7277454126874989,0.0,0.07619803535630885
300,289,8,3,3,False,23.813742682172304,True,72.91678414789855,0.0,12.0,0.7546788048261341,0.0,0.717370361573382
300,289,8,4,0,False,33.87287034913663,True,51.757780717683374,180.0,14.4,0.7403924712358879,0.0,0.5646770540421334
300,289,8,5,1,False,60.69095143363643,True,99.8176060321588,180.0,21.3,0.7557862475287944,0.0,0.6482757429274668
300,289,8,6,2,False,11.78130794090195,True,7.475079772755844,180.0,3.0,0.7188713090788652,0.0,0.427211999315953
300,289,8,7,3,False,22.393975118054584,True,38.79091324473106,180.0,23.4,0.7685354142919472,0.0,0.24747848908634995
300,289,8,8,0,False,41.85521796958248,True,67.9742160614387,180.0,11.4,0.7376393685087644,0.0,0.7127530685478115
300,289,8,9,1,False,29.762261335475266,True,40.383572271021706,180.0,19.8,0.7579888228537384,0.0,0.3420131357157485
300,289,8,10,2,False,11.215203149186767,True,6.819849049184313,180.0,1.2,0.7463170722753415,0.0,0.700742497102963
300,289,8,11,3,False,32.308078633343285,True,33.37710211122393,0.0,17.7,0.7460348419218714,0.0,0.3069301401840547
300,289,8,12,0,False,37.97954780933485,True,50.6544915027448,0.0,9.0,0.7367616192328392,0.0,0.6982624518852597
300,289,8,13,1,False,31.596244606299198,True,55.64033146992081,180.0,15.0,0.7360326722156474,0.0,0.5753134310697315
300,289,8,14,2,False,9.103399620972525,True,7.0899865541422225,0.0,6.6,0.7803091420819052,0.0,0.03579160229272737
300,289,8,15,3,False,37.3917146850908,True,44.82426033518408,0.0,14.4,0.731686131278514,0.0,0.5137127954480877
300,289,8,16,0,False,34.95032433111817,True,45.925221422033275,180.0,10.2,0.74684937138439,0.0,0.6365270464295192
300,289,8,17,1,False,44.77167190399875,True,47.752123446826545,0.0,18.3,0.7535735211678629,0.0,0.44589215168065843
300,289,8,18,2,False,10.182565364943597,True,8.729102986920225,0.0,12.0,0.7694249173552818,0.0,0.1577925014472593
300,289,8,19,3,False,35.83916301681701,True,81.97383537208427,180.0,6.0,0.7391527123381354,0.0,0.8635958072154919
300,289,8,20,0,False,40.0642228056322,True,43.90951606366248,180.0,11.4,0.7229343339480907,0.0,0.5877743718853828
300,289,8,21,1,False,20.67865269289196,True,21.783897300991583,180.0,16.2,0.7552815108375093,0.0,0.14700696078469844
300,289,8,22,2,False,10.781742509291048,True,6.92987693848243,180.0,3.6,0.7304787346643167,0.0,0.3162313252001509
300,289,8,23,3,False,23.05676429300777,True,57.13439227500672,180.0,19.8,0.7507173039842745,0.0,0.4852757157228735
300,289,8,24,0,False,40.65613334543926,True,41.74135483697778,180.0,9.0,0.7615833894500119,0.0,0.6452597677398432
300,289,8,25,1,False,50.40515404098369,True,139.85725155911567,180.0,23.1,0.7431917840336056,0.0,0.7164900637556976
300,289,8,26,2,False,9.736661772095253,True,7.803760467166068,180.0,5.4,0.7312509598530147,0.0,0.1820512022408555
300,289,8,27,3,False,28.68364328846149,True,34.58385759191869,180.0,14.4,0.7506468247790414,0.0,0.41205120593049
300,289,8,28,0,False,38.818951001416195,True,45.42406259613796,180.0,21.0,0.7631442894962623,0.0,0.3676990181193954
300,289,8,29,1,False,33.85764158086663,True,19.161830250056013,180.0,27.6,0.7593755388657504,0.0,0.18044994613776552
300,289,8,30,2,False,13.561368909748253,True,7.291484322587289,180.0,0.6,0.733562093831892,0.0,0.8479373523368589
300,289,8,31,3,False,23.178307409096703,True,72.41770563885875,180.0,18.0,0.7672104654186924,0.0,0.6018478931123364
300,289,8,32,0,False,34.20877527721301,True,62.43896269836093,180.0,16.5,0.7216919219517836,0.0,0.5819554897604019
300,289,8,33,1,False,41.872181844822556,True,68.49390334627653,180.0,17.4,0.7536250320754696,0.0,0.5948490097164963
300,289,8,34,2,False,10.030688093976536,True,7.487266512149418,180.0,9.0,0.7255033207529105,0.0,0.09175162460840178
300,289,8,35,3,False,22.55585306695962,True,27.166698924491882,180.0,15.0,0.7595206797224556,0.0,0.2885380936802759
300,289,8,36,0,False,35.77466961376062,True,43.25642972990022,0.0,21.9,0.7287934904267819,0.0,0.3277716384767933
300,289,8,37,1,False,56.519465242644145,True,41.09432031738626,0.0,8.4,0.7764096655668717,0.0,0.6605671137145692
300,289,8,38,2,False,9.630227975306283,True,7.906924673206695,180.0,2.4,0.7548056074171416,0.0,0.5342936761213323
300,289,8,39,3,False,39.50025484232418,True,33.57931944076429,180.0,7.8,0.767742842250492,0.0,0.6230000828700395
300,289,8,40,0,False,43.46922350578585,True,54.42805385566497,0.0,22.2,0.7523479913230179,0.0,0.42057774188454544
300,289,8,41,1,False,28.422513468204954,True,32.439406012154976,180.0,7.5,0.746634521787147,0.0,0.6244310695182244
300,289,8,42,2,False,9.66784086049323,True,8.208180970007064,0.0,16.2,0.7404960653104815,0.0,0.3274237863026579
300,289,8,43,3,False,40.40733249775634,True,25.907068404615394,180.0,23.7,0.7251431186464553,0.0,0.04449100653578639
300,289,8,44,0,False,38.93775765009889,True,55.887947035225466,180.0,3.6,0.7385174616411219,0.0,0.8789670788971006
300,289,8,45,1,False,36.8620600277375,True,51.955536357636646,0.0,16.2,0.7558923586803283,0.0,0.5246167555627763
300,289,8,46,2,False,8.774351409955678,True,7.194285452257796,180.0,0.6,0.7230639365702474,0.0,0.8460410505318361
300,289,8,47,3,False,23.32161949591629,True,61.14342401902191,180.0,9.6,0.7589076591363857,0.0,0.7285966820759163
300,289,8,48,0,False,38.007611914815065,True,45.40086592143014,180.0,7.2,0.7508958759307203,0.0,0.7262402481818094
300,289,8,49,1,False,45.66549041233078,True,63.6204241986041,180.0,19.2,0.7581277915389837,0.0,0.5363462530936801
500,16,4,0,0,False,21.16461558342943,True,488.94471729884754,180.0,21.0,0.48764897383893546,0.0,0.9176381310065065
500,16,4,1,1,False,24.17907067931933,True,42.91360405408759,180.0,17.4,0.48759782879878055,0.0,0.42301574336637865
500,16,4,2,2,False,11.108049296617013,True,5.4931436167504035,180.0,5.4,0.4897839459144462,0.0,0.008550664530514498
500,16,4,3,3,False,13.238838750733276,True,7.422600361947914,180.0,17.4,0.509342105739921,0.0,0.40194820415780685
500,16,4,4,0,False,26.8819896693446,True,17.25240482827035,180.0,19.8,0.4694179906579592,0.0,0.06875654046020253
500,16,4,5,1,False,29.28008811959435,True,14.836621827082897,180.0,2.4,0.47700667946789976,0.0,0.721523158758975
500,16,4,6,2,True,10.887434073148832,True,10.887434073148832,180.0,5.4,0.4787925307153523,0.0,0.3369121279920712
500,16,4,7,3,False,14.30668092609831,True,10.310864365763825,180.0,14.4,0.4545725712055867,0.0,0.1654792634402949
500,16,4,8,0,False,34.81735918948631,True,91.18247014967955,180.0,16.2,0.4696745733570955,0.0,0.6982747746917375
500,16,4,9,1,False,27.322551534042322,True,36.57150218256192,180.0,16.2,0.4560471734977348,0.0,0.38603225869994245
500,16,4,10,2,False,8.894397299556923,True,9.450876884588078,180.0,7.8,0.47917120436175875,0.0,0.09569814309285352
500,16,4,11,3,False,31.65002230516529,True,15.655922629519306,0.0,9.0,0.4716815005890491,0.0,0.2699522840619035
500,16,4,12,0,False,25.84653070960522,True,330.6137390725104,180.0,12.0,0.4896376464053632,0.0,0.929950269755488
500,16,4,13,1,False,38.396562100942816,True,84.24112546013724,0.0,13.2,0.468269056756068,0.0,0.7290671687605554
500,16,4,14,2,False,12.986239732777278,True,5.5337765184901375,180.0,5.4,0.47294606578613774,0.0,0.012235161223817207
500,16,4,15,3,False,34.72887505797381,True,25.877495964409917,0.0,17.4,0.47817464281517874,0.0,0.19588693327733106
500,16,4,16,0,False,29.653665211845034,True,109.10159115341115,180.0,15.6,0.4594602102370384,0.0,0.7498027113247343
500,16,4,17,1,False,20.891464371568105,True,73.40892673366722,0.0,18.6,0.45409680959299026,0.0,0.5956914038597558
500,16,4,18,2,False,8.64935758500238,True,7.866291539224145,180.0,27.6,0.4735243946387302,0.0,0.5564074394103373
500,16,4,19,3,False,11.045254515542048,True,9.376295080942937,0.0,14.4,0.4779180171523085,0.0,0.21129048499496925
500,16,4,20,0,False,30.18794128305647,True,48.13721164130621,0.0,19.8,0.5101145889587522,0.0,0.41710884148261557
500,16,4,21,1,False,51.24890162379245,True,90.11614688849346,180.0,19.2,0.4906537033676688,0.0,0.6487252698429418
500,16,4,22,2,False,12.26820909515516,True,8.486292780970983,180.0,7.2,0.48081759404351787,0.0,0.08200106927260609
500,16,4,23,3,False,14.527974619299364,True,7.713818942083453,180.0,18.0,0.4577199633154091,0.0,0.40002541361299293
500,16,4,24,0,False,21.744449040291354,True,38.926795813279696,0.0,17.4,0.4536084387614647,0.0,0.3821768219268437
500,16,4,25,1,False,25.181840021491325,True,49.61007586340101,180.0,1.2,0.44446711477626444,0.0,0.9527652742234138
500,16,4,26,2,False,8.802592115156088,True,73.5480583036719,180.0,7.2,0.4653592494526322,0.0,0.8216675384821315
500,16,4,27,3,False,10.661255567672912,True,10.479511144392742,0.0,13.8,0.48448684690060784,0.0,0.13676094365517885
500,16,4,28,0,False,25.15584246752971,True,60.08541502219184,180.0,6.0,0.4920740575030399,0.0,0.818416817144113
500,16,4,29,1,False,32.062250068240616,True,79.12382972302088,180.0,9.6,0.46288575864912906,0.0,0.7835981600431683
500,16,4,30,2,True,11.60408527686093,True,11.60408527686093,0.0,8.4,0.4648395453084325,0.0,0.16017154658659316
500,16,4,31,3,False,14.68735468604293,True,21.536155842661817,180.0,12.6,0.464187753444837,0.0,0.2617797939470278
500,16,4,32,0,False,27.167832883285108,True,224.7113671888792,0.0,15.0,0.4835209856812016,0.0,0.874849489400938
500,16,4,33,1,False,7.819906662843417,True,1.8673549071329385,180.0,10.8,0.4448023595568038,0.0,0.7051705078355867
500,16,4,34,2,False,10.103699902524381,True,12.178987650191257,180.0,15.6,0.4831491751856375,0.0,0.1231510806972433
500,16,4,35,3,True,16.55331943006938,True,16.55331943006938,180.0,7.2,0.4806863746318154,0.0,0.3937689406975943
500,16,4,36,0,True,19.499120633248886,True,19.499120633248886,180.0,11.4,0.4746121522217701,0.0,0.2621149232482573
500,16,4,37,1,False,27.275647296380544,True,32.69503758721859,180.0,17.4,0.5002349739657441,0.0,0.30532041343533173
500,16,4,38,2,False,11.42515485210171,True,8.505433805909707,0.0,19.5,0.45860875652524147,0.0,0.3925868911814878
500,16,4,39,3,True,23.642480034884755,True,23.642480034884755,180.0,4.2,0.4568793361736454,0.0,0.6983027377753277
500,16,4,40,0,False,30.49186516360153,True,363.0402737045769,0.0,15.6,0.5040078836610012,0.0,0.9175998905377015
500,16,4,41,1,False,18.735567037049613,True,19.1993654526443,0.0,12.6,0.4863163545207776,0.0,0.20753135663827446
500,16,4,42,2,False,10.569837760014824,True,7.7649126176680205,180.0,2.4,0.4624178432180964,0.0,0.5277873818895681
500,16,4,43,3,False,14.355013721239281,True,14.06079463861536,0.0,14.4,0.5054650859454406,0.0,0.011918337688407981
500,16,4,44,0,True,36.87066459418996,True,36.87066459418996,180.0,7.8,0.5305211134621316,0.0,0.6507775261061579
500,16,4,45,1,False,25.73049776387407,True,37.05513768028867,0.0,16.8,0.49778875658662014,0.0,0.37610409243581916
500,16,4,46,2,False,17.37993586511925,True,6.4601058635030615,0.0,15.6,0.4890628737204602,0.0,0.4143177821996239
500,16,4,47,3,False,27.458493872475685,True,32.492749574946664,180.0,20.4,0.452803493069342,0.0,0.22862773578803872
500,16,4,48,0,False,31.802536169109704,True,129.54409535890295,0.0,12.9,0.46924941590476854,0.0,0.8188763111936928
500,16,4,49,1,False,5.436558316642001,True,2.630692632999592,180.0,1.2,0.4799821182723688,0.0,0.3734814484037452
500,484,8,0,0,False,41.48399228611677,True,62.59036228909093,0.0,6.0,0.7536811228179581,0.0,0.8250483070856871
500,484,8,1,1,False,31.05394766186904,True,20.988610088226956,180.0,15.0,0.7485333624041166,0.0,0.1664029278577053
500,484,8,2,2,False,16.244654300075965,True,12.101556549748326,180.0,6.6,0.7571279077237829,0.0,0.2941763983700568
500,484,8,3,3,False,50.53844124651887,True,97.38914041849347,180.0,5.4,0.7457011930015467,0.0,0.8949305349172235
500,484,8,4,0,False,42.05303147689878,True,53.08232094874911,180.0,3.0,0.7416988558791718,0.0,0.8930144134802764
500,484,8,5,1,False,57.77072376720551,True,72.53541823752875,0.0,18.0,0.7763173026807138,0.0,0.6023655636558652
500,484,8,6,2,False,14.740616175025174,True,12.454654823127743,180.0,12.6,0.7390005097650525,0.0,0.0058011246970965736
500,484,8,7,3,False,23.88596784144431,True,54.99356607490343,180.0,1.8,0.7731864050683656,0.0,0.9366125381993847
500,484,8,8,0,False,39.85681247329381,True,55.94156506416668,180.0,8.4,0.7512684132517295,0.0,0.7388935133405667
500,484,8,9,1,False,33.88817002786908,True,22.329564157062418,0.0,21.6,0.7570771074893162,0.0,0.016607589241093478
500,484,8,10,2,False,18.00920826508277,True,13.05049362665536,180.0,18.0,0.7536933432203008,0.0,0.15940185791699577
500,484,8,11,3,False,69.87937665854108,True,50.8643339098365,180.0,18.6,0.7584221372953193,0.0,0.4644733792692606
500,484,8,12,0,False,46.048546810538035,True,60.64449723632841,180.0,1.8,0.7267098400554768,0.0,0.9423488031864583
500,484,8,13,1,False,47.129255034540265,True,56.99307093602094,0.0,17.4,0.746033838660679,0.0,0.5322144984445972
500,484,8,14,2,False,16.32964848536718,True,12.074374550338232,180.0,0.6,0.7039367657037676,0.0,0.9053207718199785
500,484,8,15,3,False,26.594914755402847,True,61.1751844415645,180.0,7.8,0.7507330059765063,0.0,0.7738317030048156
500,484,8,16,0,False,51.70987591729775,True,57.20404688336122,180.0,11.4,0.7374503678723441,0.0,0.667658089633827
500,484,8,17,1,False,74.49992692876856,True,88.04410599794525,0.0,23.4,0.7571883650972288,0.0,0.5800585452143975
500,484,8,18,2,False,14.941386453899366,True,12.922958013289152,180.0,18.0,0.7421811116516801,0.0,0.1641835811603977
500,484,8,19,3,False,33.71074131115678,True,100.09798841448954,0.0,16.2,0.7622809352436071,0.0,0.7214053274541812
500,484,8,20,0,False,42.315703282565885,True,53.72243285762757,180.0,12.0,0.740016442421478,0.0,0.6348278821014748
500,484,8,21,1,False,56.65844161122134,True,37.89421541701198,180.0,6.9,0.7533972622083707,0.0,0.6919245069570251
500,484,8,22,2,False,14.123014621825469,True,13.7284852701622,180.0,12.6,0.7690975434888803,0.0,0.042861762026120596
500,484,8,23,3,False,49.961225416078804,True,47.90072682944006,180.0,18.0,0.7465032500997617,0.0,0.4537237792047694
500,484,8,24,0,False,39.22587512196259,True,70.35915197745587,180.0,3.6,0.7229131641607127,0.0,0.90264896490045
500,484,8,25,1,False,48.00199960407453,True,96.58709227109291,0.0,19.2,0.7503561336640194,0.0,0.6683568155407105
500,484,8,26,2,False,15.433671756105547,True,12.636955733138022,180.0,1.8,0.7220597451833033,0.0,0.7506399502346768
500,484,8,27,3,False,54.202005390198025,True,65.00800384838281,180.0,4.8,0.7489179064563138,0.0,0.8624799525719623
500,484,8,28,0,False,35.29514099648851,True,88.80216482145718,180.0,10.2,0.7455147610746761,0.0,0.7939438997433113
500,484,8,29,1,False,62.58513885862367,True,64.46094752186669,180.0,7.2,0.7848158518588514,0.0,0.799053731522516
500,484,8,30,2,False,15.026594084696871,True,12.273733511442021,180.0,0.6,0.7298414046357891,0.0,0.906786947312205
500,484,8,31,3,False,41.066177458955565,True,45.58245637385437,0.0,19.8,0.7512385708602822,0.0,0.39433294194992985
500,484,8,32,0,False,53.11595379529062,True,74.17741007943845,180.0,8.4,0.7468696172515995,0.0,0.7965545300595129
500,484,8,33,1,False,65.03617096913825,True,51.367697333108616,0.0,16.5,0.7212711914889215,0.0,0.5137598401478012
500,484,8,34,2,False,15.365784775730116,True,12.53145131988462,0.0,18.0,0.7148011396102235,0.0,0.17911197940780152
500,484,8,35,3,False,26.137935989667213,True,47.3935132785458,180.0,14.4,0.73260015747457,0.0,0.5339316625317609
500,484,8,36,0,False,40.53752724305308,True,56.413545028132596,180.0,10.2,0.7317292950402083,0.0,0.6937559772347511
500,484,8,37,1,False,47.70226256040848,True,62.46901896495919,0.0,19.8,0.7823518842596091,0.0,0.5186523371948962
500,484,8,38,2,False,15.881004613864222,True,14.127399330223746,180.0,0.6,0.7185344389886126,0.0,0.9185192189615449
500,484,8,39,3,False,29.96322492552783,True,39.0628847631199,0.0,9.0,0.7422547318578564,0.0,0.6254906444176964
500,484,8,40,0,False,37.44615236059076,True,63.927681854761026,180.0,13.2,0.7538520740593474,0.0,0.6577104437058079
500,484,8,41,1,False,64.10828927483726,True,137.9488420981443,180.0,15.0,0.7596574846146784,0.0,0.8038559848604152
500,484,8,42,2,False,14.339852636086642,True,11.692735216115707,180.0,2.4,0.6976675036531894,0.0,0.6593989792288928
500,484,8,43,3,False,40.85281301769521,True,64.1304208523556,0.0,10.2,0.7325383382776538,0.0,0.7255497847833581
500,484,8,44,0,False,35.88776268586136,True,110.50798896977932,180.0,2.4,0.768426404567859,0.0,0.9574875078026541
500,484,8,45,1,False,53.970966995562506,True,55.715161047552364,180.0,12.0,0.7641954178707283,0.0,0.6455742018658013
500,484,8,46,2,False,15.953369040064473,True,13.253419734130908,180.0,1.8,0.6998874634617431,0.0,0.7608516826303768
500,484,8,47,3,False,44.594930408584105,True,35.85804567754616,180.0,9.6,0.7264850027715137,0.0,0.5776325243664943
500,484,8,48,0,False,31.50285755982143,True,35.311404975964074,180.0,1.2,0.7273216714396057,0.0,0.9342671145721896
500,484,8,49,1,False,53.117744346440745,True,42.182292134606456,180.0,22.8,0.7663577078048567,0.0,0.2982703671706057
